id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
191326,Female,24,1,45.0,1,< 1 Year,No,22489.0,160.0,85,0
244370,Male,40,1,50.0,0,1-2 Year,Yes,26418.0,26.0,270,0
120905,Male,77,1,37.0,1,1-2 Year,Yes,39431.0,37.0,35,0
98512,Male,56,1,7.0,1,1-2 Year,No,2630.0,124.0,53,0
119146,Male,22,1,8.0,1,< 1 Year,No,29632.0,152.0,147,0
308442,Female,27,1,16.0,1,< 1 Year,No,2630.0,152.0,104,0
325611,Male,35,1,18.0,0,1-2 Year,Yes,41366.0,26.0,118,1
211694,Male,72,1,28.0,0,1-2 Year,Yes,55655.0,26.0,172,0
31297,Female,43,1,41.0,0,1-2 Year,No,28992.0,26.0,116,0
132466,Male,21,1,30.0,1,< 1 Year,No,30421.0,152.0,102,0
272711,Female,44,1,28.0,0,> 2 Years,Yes,68122.0,122.0,73,1
218896,Male,76,1,28.0,1,1-2 Year,No,32859.0,26.0,205,0
201583,Male,39,1,0.0,0,1-2 Year,Yes,2630.0,26.0,285,0
144998,Male,62,1,28.0,0,1-2 Year,Yes,2630.0,26.0,170,0
1002,Female,26,1,28.0,1,< 1 Year,No,43080.0,152.0,76,0
275398,Female,53,1,28.0,0,1-2 Year,Yes,2630.0,124.0,21,0
79932,Male,26,1,41.0,0,< 1 Year,No,37600.0,157.0,144,0
217209,Male,25,1,29.0,0,< 1 Year,Yes,35362.0,152.0,51,0
128444,Female,65,1,46.0,1,1-2 Year,No,2630.0,11.0,257,0
156736,Female,67,1,15.0,1,1-2 Year,No,40585.0,14.0,135,0
286030,Female,24,1,35.0,1,< 1 Year,No,24400.0,152.0,161,0
247097,Male,41,1,28.0,0,> 2 Years,Yes,36103.0,26.0,58,0
24198,Male,35,1,29.0,0,1-2 Year,Yes,22922.0,124.0,224,0
303914,Male,28,1,30.0,1,< 1 Year,No,29945.0,152.0,36,0
152915,Female,23,1,16.0,0,< 1 Year,Yes,33694.0,152.0,244,0
328024,Female,27,1,8.0,1,1-2 Year,Yes,2630.0,156.0,48,0
374872,Female,25,1,45.0,1,< 1 Year,No,28116.0,152.0,245,0
293307,Female,50,1,28.0,0,1-2 Year,Yes,45046.0,26.0,274,0
225296,Female,43,1,12.0,1,1-2 Year,Yes,2630.0,124.0,206,0
20557,Female,30,1,30.0,1,< 1 Year,No,32682.0,152.0,287,0
191893,Male,45,1,16.0,1,1-2 Year,No,26147.0,124.0,270,0
285073,Male,29,1,28.0,1,< 1 Year,No,31971.0,152.0,295,0
176820,Male,41,1,48.0,0,1-2 Year,Yes,2630.0,124.0,184,0
260979,Female,28,1,41.0,0,1-2 Year,Yes,43058.0,26.0,236,1
285746,Male,46,1,28.0,0,1-2 Year,Yes,35698.0,26.0,150,1
328789,Male,23,1,6.0,1,< 1 Year,No,18029.0,152.0,35,0
132900,Male,21,1,8.0,1,< 1 Year,No,2630.0,152.0,138,0
303876,Male,41,1,21.0,1,1-2 Year,No,24467.0,152.0,69,0
24168,Female,35,1,24.0,0,1-2 Year,Yes,34768.0,26.0,293,1
28579,Female,56,1,24.0,1,1-2 Year,No,28786.0,26.0,121,0
178200,Male,60,1,7.0,0,1-2 Year,Yes,41731.0,26.0,43,0
264444,Male,42,1,28.0,0,1-2 Year,Yes,27540.0,26.0,196,0
167103,Male,56,1,28.0,1,1-2 Year,No,49679.0,26.0,276,0
202983,Male,29,1,30.0,0,1-2 Year,Yes,29132.0,129.0,211,0
295524,Female,23,1,35.0,1,< 1 Year,No,40636.0,152.0,10,0
376811,Female,69,1,11.0,0,1-2 Year,Yes,25323.0,120.0,179,0
81287,Male,45,1,2.0,1,1-2 Year,No,35772.0,124.0,62,0
257344,Male,42,1,45.0,0,1-2 Year,Yes,31680.0,125.0,103,0
141861,Female,44,1,15.0,0,1-2 Year,Yes,26943.0,124.0,200,0
313458,Male,46,1,28.0,1,1-2 Year,No,26288.0,26.0,83,0
145342,Female,40,1,14.0,0,1-2 Year,Yes,31458.0,31.0,228,0
273966,Male,24,1,30.0,1,< 1 Year,No,2630.0,152.0,287,0
193008,Female,69,1,28.0,0,> 2 Years,Yes,67277.0,26.0,178,1
173852,Female,21,1,46.0,1,< 1 Year,Yes,29588.0,160.0,237,0
79497,Female,41,1,28.0,1,1-2 Year,No,27569.0,60.0,299,0
303399,Male,50,1,8.0,0,1-2 Year,Yes,40118.0,124.0,285,0
265040,Female,23,1,46.0,1,< 1 Year,No,44602.0,152.0,56,0
222949,Male,43,1,28.0,0,> 2 Years,Yes,52434.0,26.0,164,1
308241,Male,31,1,28.0,1,< 1 Year,No,44811.0,152.0,261,0
175794,Male,32,1,36.0,1,< 1 Year,No,36225.0,152.0,76,0
18445,Male,50,1,28.0,0,1-2 Year,Yes,39612.0,26.0,63,0
333474,Female,21,1,15.0,0,< 1 Year,No,31594.0,160.0,103,0
235104,Male,58,1,28.0,0,1-2 Year,Yes,39427.0,26.0,231,0
98142,Male,24,1,8.0,0,< 1 Year,Yes,35431.0,152.0,63,0
154409,Male,24,1,45.0,0,< 1 Year,Yes,32577.0,152.0,91,0
92447,Female,56,1,28.0,0,1-2 Year,Yes,53925.0,124.0,247,0
310399,Female,24,1,6.0,1,< 1 Year,No,27656.0,152.0,73,0
333735,Female,21,1,46.0,1,< 1 Year,No,31900.0,160.0,165,0
273481,Male,21,1,28.0,1,< 1 Year,No,2630.0,152.0,77,0
228777,Male,69,1,50.0,0,> 2 Years,Yes,35118.0,154.0,225,0
134283,Female,62,1,23.0,0,1-2 Year,Yes,2630.0,157.0,239,0
52606,Male,28,1,46.0,1,< 1 Year,No,31695.0,152.0,23,0
379221,Female,22,1,21.0,1,< 1 Year,No,31664.0,152.0,203,0
201223,Male,61,1,21.0,0,1-2 Year,Yes,2630.0,26.0,121,0
284733,Male,44,1,28.0,0,1-2 Year,Yes,36741.0,13.0,216,1
305978,Male,37,1,8.0,1,1-2 Year,No,39132.0,152.0,30,0
51333,Female,21,1,49.0,0,< 1 Year,Yes,22507.0,160.0,183,0
49735,Female,75,1,15.0,0,1-2 Year,Yes,36935.0,14.0,283,0
246560,Male,64,1,28.0,0,1-2 Year,Yes,2630.0,26.0,149,0
74764,Female,47,1,7.0,0,1-2 Year,Yes,51689.0,26.0,74,1
22390,Male,22,1,32.0,1,< 1 Year,No,38749.0,152.0,281,0
172380,Female,29,1,45.0,0,< 1 Year,Yes,2630.0,152.0,161,1
258355,Male,59,1,8.0,1,1-2 Year,No,29746.0,26.0,91,0
342545,Female,30,1,29.0,1,< 1 Year,No,29593.0,152.0,82,0
167490,Female,23,1,50.0,0,< 1 Year,No,40962.0,152.0,72,0
93420,Female,31,1,28.0,1,1-2 Year,No,49292.0,124.0,268,0
214906,Female,23,1,8.0,0,< 1 Year,Yes,29358.0,160.0,254,0
218428,Female,26,1,41.0,0,< 1 Year,Yes,29497.0,152.0,177,0
361964,Female,24,1,28.0,0,< 1 Year,Yes,34972.0,152.0,123,0
200266,Female,23,1,46.0,1,< 1 Year,No,23101.0,152.0,252,0
246332,Male,50,1,28.0,0,1-2 Year,Yes,44940.0,26.0,175,0
328668,Male,42,1,28.0,0,1-2 Year,Yes,28190.0,124.0,161,0
25787,Male,34,1,28.0,0,1-2 Year,Yes,51824.0,24.0,199,0
369748,Female,21,1,47.0,0,< 1 Year,Yes,26438.0,160.0,199,0
302979,Female,25,1,46.0,1,< 1 Year,No,25140.0,152.0,132,0
20211,Female,27,1,7.0,0,< 1 Year,Yes,41634.0,152.0,80,0
39447,Male,36,1,30.0,1,1-2 Year,No,24279.0,152.0,188,0
342168,Female,51,1,10.0,1,1-2 Year,No,35773.0,124.0,55,0
54710,Male,24,1,34.0,0,< 1 Year,Yes,33530.0,152.0,16,0
276440,Male,80,1,8.0,0,1-2 Year,No,47236.0,26.0,175,0
93943,Female,20,1,46.0,1,< 1 Year,No,37533.0,160.0,248,0
82269,Male,47,1,9.0,1,1-2 Year,No,25632.0,124.0,258,0
213142,Male,41,1,28.0,0,1-2 Year,No,46333.0,26.0,107,0
117667,Male,59,1,3.0,1,1-2 Year,No,25086.0,26.0,182,0
4319,Male,43,1,28.0,0,1-2 Year,Yes,37223.0,122.0,85,0
348393,Male,36,1,28.0,0,< 1 Year,Yes,29353.0,26.0,82,1
196975,Male,45,1,22.0,0,1-2 Year,Yes,28601.0,124.0,289,0
332021,Male,34,1,28.0,0,1-2 Year,Yes,25596.0,124.0,221,0
172950,Male,34,1,41.0,0,1-2 Year,Yes,35962.0,154.0,244,1
371172,Male,27,1,50.0,1,< 1 Year,No,23875.0,152.0,299,0
248761,Male,37,1,14.0,0,1-2 Year,Yes,16490.0,124.0,80,1
144542,Male,68,1,41.0,1,1-2 Year,No,41939.0,12.0,234,0
127684,Male,25,1,8.0,1,< 1 Year,No,37198.0,152.0,98,0
76170,Male,29,1,46.0,0,1-2 Year,No,31562.0,26.0,46,0
200595,Male,20,1,8.0,0,1-2 Year,Yes,2630.0,156.0,48,0
359548,Female,34,1,35.0,1,1-2 Year,No,44442.0,152.0,293,0
98882,Male,56,1,8.0,0,> 2 Years,Yes,38698.0,124.0,37,1
298676,Male,73,1,33.0,0,1-2 Year,Yes,35604.0,124.0,254,0
164885,Male,36,1,37.0,0,1-2 Year,Yes,26777.0,124.0,245,0
122285,Male,42,1,43.0,1,1-2 Year,No,44326.0,29.0,166,0
55765,Female,28,1,14.0,1,< 1 Year,No,24188.0,152.0,209,0
52950,Male,25,1,15.0,1,< 1 Year,No,35203.0,152.0,33,0
146751,Female,33,1,23.0,0,< 1 Year,Yes,40826.0,152.0,175,1
271991,Male,23,1,15.0,0,< 1 Year,Yes,37279.0,152.0,185,0
364774,Female,24,1,28.0,1,< 1 Year,No,39727.0,152.0,188,0
295896,Male,53,1,45.0,1,1-2 Year,No,22236.0,124.0,104,0
241320,Male,45,1,28.0,0,1-2 Year,Yes,47264.0,26.0,132,1
27569,Male,54,1,1.0,1,1-2 Year,No,2630.0,26.0,136,0
242305,Female,30,1,24.0,0,< 1 Year,Yes,2630.0,152.0,134,0
290171,Female,42,1,35.0,0,1-2 Year,Yes,27812.0,26.0,32,1
63500,Female,38,1,1.0,0,1-2 Year,Yes,2630.0,156.0,98,1
165023,Female,22,1,45.0,1,< 1 Year,No,36683.0,152.0,246,0
163955,Male,68,1,13.0,0,1-2 Year,Yes,24513.0,124.0,238,0
272660,Male,47,1,28.0,0,1-2 Year,Yes,38907.0,26.0,241,0
49148,Male,26,1,18.0,0,< 1 Year,No,2630.0,156.0,290,0
77717,Male,28,1,30.0,1,< 1 Year,No,28667.0,152.0,36,0
316375,Female,23,1,46.0,1,< 1 Year,No,26176.0,152.0,185,0
248442,Male,41,1,28.0,1,1-2 Year,Yes,42696.0,26.0,10,0
43269,Female,69,1,37.0,1,1-2 Year,No,23255.0,128.0,43,0
304937,Female,35,1,26.0,1,1-2 Year,No,30294.0,124.0,58,0
295906,Male,49,1,28.0,0,1-2 Year,Yes,2630.0,157.0,80,1
61006,Male,57,1,3.0,0,1-2 Year,Yes,2630.0,26.0,98,1
258046,Male,29,1,48.0,1,< 1 Year,No,2630.0,160.0,27,0
197325,Female,47,1,32.0,0,1-2 Year,Yes,37203.0,152.0,31,0
355195,Male,22,1,14.0,1,< 1 Year,No,44994.0,152.0,111,0
222292,Female,64,1,15.0,0,1-2 Year,Yes,38004.0,124.0,70,0
276707,Female,21,1,39.0,0,< 1 Year,Yes,30134.0,152.0,273,0
31289,Male,52,1,28.0,1,1-2 Year,No,48384.0,25.0,234,0
17073,Male,45,1,28.0,0,1-2 Year,Yes,38374.0,26.0,42,0
145531,Male,23,1,8.0,0,< 1 Year,No,31188.0,152.0,179,0
217775,Male,27,1,41.0,1,< 1 Year,No,30327.0,152.0,273,0
228070,Male,27,1,3.0,1,< 1 Year,No,21804.0,152.0,299,0
186320,Female,48,1,8.0,0,1-2 Year,Yes,43103.0,26.0,216,1
246605,Male,50,1,28.0,0,1-2 Year,Yes,36592.0,154.0,101,0
315016,Female,24,1,13.0,0,< 1 Year,No,27655.0,160.0,15,0
181472,Female,76,1,48.0,0,> 2 Years,Yes,2630.0,124.0,165,0
348430,Male,32,1,47.0,0,1-2 Year,Yes,40575.0,124.0,103,0
272486,Male,37,1,38.0,0,1-2 Year,Yes,21880.0,124.0,268,0
314594,Female,60,1,36.0,0,1-2 Year,No,44043.0,26.0,298,1
45820,Female,26,1,41.0,1,< 1 Year,No,29236.0,152.0,128,0
201544,Male,56,1,28.0,1,1-2 Year,No,56130.0,124.0,288,0
242630,Male,22,1,41.0,1,< 1 Year,Yes,54231.0,163.0,125,0
315966,Female,26,1,28.0,1,< 1 Year,No,37872.0,152.0,65,0
24070,Female,60,1,2.0,1,1-2 Year,No,29340.0,124.0,56,0
215237,Male,25,1,17.0,1,< 1 Year,No,60643.0,152.0,255,0
359815,Male,25,1,34.0,1,< 1 Year,No,25870.0,152.0,130,0
196375,Female,26,1,36.0,1,< 1 Year,No,37135.0,152.0,69,0
38388,Male,23,1,22.0,0,< 1 Year,No,34356.0,152.0,244,0
284323,Male,71,1,41.0,0,1-2 Year,Yes,30648.0,26.0,163,0
76789,Male,49,1,50.0,0,> 2 Years,Yes,34463.0,124.0,296,0
96748,Female,23,1,15.0,1,< 1 Year,No,30408.0,152.0,256,0
185252,Female,55,1,28.0,0,1-2 Year,No,25932.0,26.0,162,0
348205,Male,32,1,41.0,0,< 1 Year,No,32929.0,152.0,32,1
11542,Male,65,1,28.0,0,1-2 Year,Yes,51194.0,26.0,33,0
64293,Male,30,1,9.0,1,< 1 Year,No,43755.0,152.0,218,0
235347,Female,23,1,15.0,0,< 1 Year,Yes,2630.0,160.0,194,0
277704,Female,25,1,49.0,1,< 1 Year,No,30048.0,152.0,119,0
288843,Female,23,1,41.0,1,< 1 Year,No,18987.0,152.0,209,0
266226,Male,65,1,28.0,0,> 2 Years,Yes,38867.0,26.0,114,0
188302,Male,46,1,3.0,0,1-2 Year,Yes,2630.0,26.0,79,0
243568,Female,47,1,28.0,0,1-2 Year,Yes,40383.0,124.0,299,1
132456,Female,24,1,26.0,1,< 1 Year,No,26957.0,152.0,192,0
36912,Female,31,1,23.0,0,< 1 Year,No,2630.0,1.0,270,0
92500,Female,61,1,28.0,0,> 2 Years,Yes,46171.0,124.0,182,1
72581,Female,24,1,5.0,1,< 1 Year,No,19249.0,152.0,123,0
359430,Male,24,1,30.0,1,< 1 Year,No,40993.0,152.0,56,0
337042,Male,27,1,50.0,1,< 1 Year,No,40892.0,152.0,137,0
53076,Male,31,1,11.0,1,< 1 Year,No,2630.0,152.0,273,0
155480,Male,56,1,28.0,0,1-2 Year,Yes,57286.0,26.0,17,1
164652,Male,35,1,28.0,0,1-2 Year,Yes,37555.0,155.0,142,0
296115,Male,39,1,8.0,0,1-2 Year,Yes,31201.0,7.0,274,0
38811,Male,20,1,30.0,1,< 1 Year,No,27824.0,160.0,149,0
367743,Male,27,1,11.0,1,< 1 Year,No,27363.0,152.0,53,0
85616,Female,39,1,8.0,0,1-2 Year,Yes,88908.0,124.0,183,1
76299,Female,54,1,28.0,0,1-2 Year,Yes,49644.0,3.0,87,1
117402,Female,46,1,8.0,0,1-2 Year,Yes,45126.0,26.0,296,0
142452,Male,24,1,15.0,0,< 1 Year,No,44881.0,152.0,164,0
6212,Male,25,1,21.0,1,< 1 Year,No,33835.0,152.0,220,0
136638,Male,23,1,33.0,1,< 1 Year,No,34818.0,152.0,297,0
228943,Female,23,1,29.0,1,< 1 Year,No,32522.0,152.0,29,0
294328,Male,45,1,37.0,0,1-2 Year,Yes,25941.0,128.0,37,0
292662,Female,49,1,15.0,0,1-2 Year,Yes,2630.0,124.0,110,0
285269,Male,61,1,49.0,0,1-2 Year,Yes,33660.0,124.0,155,0
313505,Male,63,1,21.0,1,1-2 Year,No,38796.0,152.0,141,0
213143,Female,56,1,30.0,1,1-2 Year,No,27304.0,152.0,47,0
54151,Female,74,1,28.0,0,1-2 Year,Yes,64700.0,124.0,161,0
36223,Female,23,1,3.0,0,< 1 Year,Yes,22831.0,152.0,19,1
72598,Male,40,1,3.0,0,1-2 Year,Yes,27836.0,154.0,102,1
253601,Male,48,1,28.0,0,1-2 Year,Yes,39307.0,26.0,202,1
224825,Female,71,1,28.0,0,1-2 Year,Yes,55107.0,52.0,217,0
351322,Female,44,1,46.0,1,1-2 Year,No,25879.0,26.0,68,0
362294,Female,28,1,21.0,1,< 1 Year,No,21330.0,152.0,128,0
64128,Male,52,0,28.0,0,1-2 Year,Yes,54841.0,26.0,289,0
123172,Female,21,1,17.0,1,< 1 Year,No,31415.0,160.0,144,0
326256,Female,30,1,41.0,1,< 1 Year,No,2630.0,152.0,142,0
163783,Male,22,1,39.0,1,< 1 Year,Yes,2630.0,160.0,115,0
350995,Male,67,1,33.0,1,1-2 Year,No,55980.0,152.0,38,0
116044,Female,25,1,15.0,0,< 1 Year,Yes,32075.0,152.0,173,0
275567,Female,38,1,28.0,0,1-2 Year,Yes,54916.0,124.0,185,0
332738,Female,25,1,41.0,1,< 1 Year,No,24674.0,152.0,153,0
304653,Male,61,1,47.0,0,> 2 Years,Yes,46566.0,124.0,194,0
166176,Female,34,1,15.0,1,1-2 Year,No,28194.0,152.0,57,0
26409,Male,23,1,37.0,1,< 1 Year,No,30596.0,152.0,89,0
115557,Female,21,1,20.0,1,< 1 Year,Yes,2630.0,160.0,169,0
127820,Male,22,1,8.0,1,< 1 Year,No,33127.0,160.0,195,0
278722,Female,40,1,23.0,1,1-2 Year,No,2630.0,26.0,36,0
246713,Female,32,1,45.0,1,1-2 Year,No,26491.0,154.0,282,0
25462,Female,41,1,28.0,0,1-2 Year,Yes,34662.0,124.0,167,1
21241,Female,37,1,8.0,0,1-2 Year,Yes,2630.0,160.0,175,0
174763,Female,29,1,24.0,0,< 1 Year,Yes,24547.0,152.0,226,0
31431,Female,54,1,8.0,0,1-2 Year,Yes,29948.0,26.0,253,0
276976,Female,61,1,43.0,1,1-2 Year,No,39736.0,30.0,46,0
309963,Male,55,1,11.0,0,1-2 Year,Yes,2630.0,26.0,298,0
321659,Male,29,1,16.0,0,< 1 Year,Yes,2630.0,151.0,164,0
304588,Female,25,1,46.0,1,< 1 Year,No,37725.0,152.0,241,0
241582,Female,21,1,2.0,0,< 1 Year,Yes,28158.0,152.0,85,0
108369,Female,24,1,10.0,1,< 1 Year,No,23248.0,152.0,220,0
172454,Male,44,1,28.0,1,1-2 Year,No,38346.0,122.0,102,0
280571,Male,44,1,35.0,0,1-2 Year,Yes,21763.0,124.0,156,0
272723,Female,79,1,28.0,0,1-2 Year,Yes,54619.0,26.0,12,0
259723,Male,73,1,48.0,0,1-2 Year,Yes,2630.0,26.0,274,0
296588,Male,73,1,28.0,1,1-2 Year,No,69947.0,52.0,216,0
2175,Male,49,1,15.0,1,1-2 Year,No,27647.0,26.0,207,0
202556,Male,25,1,28.0,0,< 1 Year,No,22976.0,160.0,246,0
35067,Male,51,1,8.0,1,1-2 Year,No,33259.0,7.0,268,0
329782,Female,43,1,46.0,1,1-2 Year,No,24363.0,90.0,134,0
123950,Male,50,1,8.0,0,1-2 Year,Yes,44947.0,124.0,86,0
373813,Female,69,1,29.0,0,> 2 Years,Yes,2630.0,124.0,134,0
225727,Female,37,1,0.0,1,1-2 Year,No,2630.0,122.0,48,0
203776,Male,49,1,14.0,0,1-2 Year,Yes,31046.0,124.0,169,1
219292,Male,21,1,30.0,1,< 1 Year,No,30051.0,152.0,66,0
341566,Female,26,1,15.0,1,< 1 Year,No,2630.0,152.0,264,0
25931,Male,29,1,36.0,0,1-2 Year,No,37664.0,124.0,112,0
116518,Male,48,1,28.0,0,1-2 Year,Yes,33821.0,23.0,271,0
374666,Male,22,1,50.0,1,< 1 Year,No,54236.0,152.0,63,0
328038,Female,23,1,36.0,0,< 1 Year,No,39039.0,152.0,106,0
139144,Female,41,1,50.0,0,1-2 Year,Yes,35691.0,8.0,280,0
127758,Female,24,1,32.0,1,< 1 Year,No,33220.0,152.0,84,0
153000,Female,49,1,28.0,0,1-2 Year,Yes,28199.0,26.0,81,0
327196,Male,47,1,17.0,1,1-2 Year,No,44717.0,124.0,131,0
260230,Female,36,1,41.0,1,1-2 Year,No,19376.0,26.0,188,0
248413,Female,42,1,28.0,0,1-2 Year,No,43245.0,124.0,78,0
164214,Female,25,1,27.0,0,< 1 Year,No,23124.0,152.0,206,0
59990,Male,48,1,45.0,0,1-2 Year,Yes,24444.0,124.0,159,0
291735,Female,39,1,28.0,0,1-2 Year,Yes,33117.0,26.0,176,0
162753,Female,20,1,22.0,0,< 1 Year,Yes,37614.0,160.0,175,0
137549,Male,67,1,28.0,1,1-2 Year,No,33157.0,26.0,135,0
229487,Female,36,1,28.0,0,1-2 Year,Yes,36391.0,124.0,133,0
302219,Male,53,1,39.0,0,1-2 Year,Yes,45902.0,124.0,133,0
195895,Female,41,1,3.0,1,1-2 Year,No,42191.0,26.0,178,0
5201,Male,22,1,30.0,1,< 1 Year,No,17146.0,152.0,27,0
96849,Female,41,1,8.0,0,1-2 Year,Yes,31043.0,124.0,226,0
224353,Male,47,1,28.0,0,1-2 Year,Yes,42067.0,26.0,185,1
168573,Female,34,1,35.0,1,1-2 Year,No,38465.0,152.0,103,0
